statedistrict,member-info/namelist,member-info/bioguideID,member-info/lastname,member-info/firstname,member-info/middlename,member-info/sort-name,member-info/suffix,member-info/courtesy,member-info/prior-congress,member-info/official-name,member-info/formal-name,member-info/party,member-info/caucus,member-info/state/state-fullname,member-info/state/_postal-code,member-info/district,member-info/townname,member-info/office-building,member-info/office-room,member-info/office-zip,member-info/office-zip-suffix,member-info/phone,member-info/elected-date/_date,member-info/elected-date/__text,member-info/sworn-date/_date,committee-assignments/committee/0/_rank
WA03,"Beutler, Jaime",H001056,Beutler,Jaime,Herrera,"BEUTLER,JAIME",,Ms.,114,Jaime Herrera Beutler,Ms. Beutler,R,R,Washington,WA,3rd,Battle Ground,LHOB,1107,20515,4703,(202) 225-3536,20161108,"November  8, 2016",,
WA04,"Newhouse, Dan",N000189,Newhouse,Dan,,"NEWHOUSE,DAN",,Mr.,114,Dan Newhouse,Mr. Newhouse,R,R,Washington,WA,4th,Sunnyside,LHOB,1318,20515,4704,(202) 225-5816,20161108,"November  8, 2016",,
WA05,"McMorris Rodgers, Cathy",M001159,McMorris Rodgers,Cathy,,"MCMORRISRODGERS,CATHY",,Mrs.,114,Cathy McMorris Rodgers,Mrs. McMorris Rodgers,R,R,Washington,WA,5th,Spokane,LHOB,1314,20515,4705,(202) 225-2006,20161108,"November  8, 2016",,
WA06,"Kilmer, Derek",K000381,Kilmer,Derek,,"KILMER,DEREK",,Mr.,114,Derek Kilmer,Mr. Kilmer,D,D,Washington,WA,6th,Gig Harbor,LHOB,1520,20515,4706,(202) 225-5916,20161108,"November  8, 2016",,
WA07,"Jayapal, Pramila",J000298,Jayapal,Pramila,,"JAYAPAL,PRAMILA",,Ms.,0,Pramila Jayapal,Ms. Jayapal,D,D,Washington,WA,7th,Seattle,CHOB,319,20515,4707,(202) 225-3106,20161108,"November  8, 2016",,
WA08,"Reichert, David",R000578,Reichert,David,G.,"REICHERT,DAVID",,Mr.,114,David G. Reichert,Mr. Reichert,R,R,Washington,WA,8th,Auburn,LHOB,1127,20515,4708,(202) 225-7761,20161108,"November  8, 2016",,
WA09,"Smith, Adam",S000510,Smith,Adam,,"SMITH,ADAM",,Mr.,114,Adam Smith,Mr. Smith of Washington,D,D,Washington,WA,9th,Bellevue,RHOB,2264,20515,4709,(202) 225-8901,20161108,"November  8, 2016",,
WA10,"Heck, Denny",H001064,Heck,Denny,,"HECK,DENNY",,Mr.,114,Denny Heck,Mr. Heck,D,D,Washington,WA,10th,Olympia,CHOB,425,20515,4710,(202) 225-9740,20161108,"November  8, 2016",,
WI01,"Ryan, Paul",R000570,Ryan,Paul,D.,"RYAN,PAUL",,Mr.,114,Paul D. Ryan,Mr. Ryan of Wisconsin,R,R,Wisconsin,WI,1st,Janesville,LHOB,1233,20515,4901,(202) 225-3031,20161108,"November  8, 2016",,
WI02,"Pocan, Mark",P000607,Pocan,Mark,,"POCAN,MARK",,Mr.,114,Mark Pocan,Mr. Pocan,D,D,Wisconsin,WI,2nd,Madison,LHOB,1421,20515,4902,(202) 225-2906,20161108,"November  8, 2016",,
WI03,"Kind, Ron",K000188,Kind,Ron,,"KIND,RON",,Mr.,114,Ron Kind,Mr. Kind,D,D,Wisconsin,WI,3rd,La Crosse,LHOB,1502,20515,4903,(202) 225-5506,20161108,"November  8, 2016",,
WI04,"Moore, Gwen",M001160,Moore,Gwen,,"MOORE,GWEN",,Ms.,114,Gwen Moore,Ms. Moore,D,D,Wisconsin,WI,4th,Milwaukee,RHOB,2252,20515,4904,(202) 225-4572,20161108,"November  8, 2016",,
WI05,"Sensenbrenner, F.",S000244,Sensenbrenner,F.,James,"SENSENBRENNER,F.",Jr.,Mr.,114,"F. James Sensenbrenner, Jr.",Mr. Sensenbrenner,R,R,Wisconsin,WI,5th,Menomonee Falls,RHOB,2449,20515,4905,(202) 225-5101,20161108,"November  8, 2016",,
WI06,"Grothman, Glenn",G000576,Grothman,Glenn,,"GROTHMAN,GLENN",,Mr.,114,Glenn Grothman,Mr. Grothman,R,R,Wisconsin,WI,6th,Glenbeulah,LHOB,1217,20515,4906,(202) 225-2476,20161108,"November  8, 2016",,
WI07,"Duffy, Sean",D000614,Duffy,Sean,P.,"DUFFY,SEAN",,Mr.,114,Sean P. Duffy,Mr. Duffy,R,R,Wisconsin,WI,7th,Wausau,RHOB,2330,20515,4907,(202) 225-3365,20161108,"November  8, 2016",,
WI08,"Gallagher, Mike",G000579,Gallagher,Mike,,"GALLAGHER,MIKE",,Mr.,0,Mike Gallagher,Mr. Gallagher,R,R,Wisconsin,WI,8th,Green Bay,LHOB,1007,20515,4908,(202) 225-5665,20161108,"November  8, 2016",,
WV01,"McKinley, David",M001180,McKinley,David,B.,"MCKINLEY,DAVID",,Mr.,114,David B. McKinley,Mr. McKinley,R,R,West Virginia,WV,1st,Wheeling,RHOB,2239,20515,4801,(202) 225-4172,20161108,"November  8, 2016",,
WV02,"Mooney, Alexander",M001195,Mooney,Alexander,X.,"MOONEY,ALEXANDER",,Mr.,114,Alexander X. Mooney,Mr. Mooney of West Virginia,R,R,West Virginia,WV,2nd,Charles Town,LHOB,1232,20515,4802,(202) 225-2711,20161108,"November  8, 2016",,
WV03,"Jenkins, Evan",J000297,Jenkins,Evan,H.,"JENKINS,EVAN",,Mr.,114,Evan H. Jenkins,Mr. Jenkins of West Virginia,R,R,West Virginia,WV,3rd,Huntington,LHOB,1609,20515,4803,(202) 225-3452,20161108,"November  8, 2016",,
WY00,"Cheney, Liz",C001109,Cheney,Liz,,"CHENEY,LIZ",,Ms.,0,Liz Cheney,Ms. Cheney,R,R,Wyoming,WY,At Large,Wilson,CHOB,416,20515,5000,(202) 225-2311,20161108,"November  8, 2016",,
